MEASURE,C_RESID,NUTS,NACE_R2,TIME_PERIOD,TERRTYPO,OBS_VALUE,OBS_STATUS,CONF_STATUS,UNIT,UNIT_MULT
occ_ni,NAT,FRI,I551TOI553,2017,CST_A,23413336,A,F,NR,
occ_ni,NAT,FRI1,I551TOI553,2017,CST_A,14529282,A,F,NR,
occ_ni,NAT,FRI2,I551TOI553,2017,CST_A,0,A,F,NR,
occ_ni,NAT,FRI3,I551TOI553,2017,CST_A,8884054,A,F,NR,
occ_ni,NAT,FRJ,I551TOI553,2017,CST_A,18238829,A,F,NR,
occ_ni,NAT,FRJ1,I551TOI553,2017,CST_A,18238829,A,F,NR,
occ_ni,NAT,FRJ2,I551TOI553,2017,CST_A,0,A,F,NR,
occ_ni,NAT,FRK,I551TOI553,2017,CST_A,0,A,F,NR,
occ_ni,NAT,FRK1,I551TOI553,2017,CST_A,0,A,F,NR,
occ_ni,NAT,FRK2,I551TOI553,2017,CST_A,0,A,F,NR,
occ_ni,NAT,FRL,I551TOI553,2017,CST_A,22443895,A,F,NR,
occ_ni,NAT,FRL0,I551TOI553,2017,CST_A,22443895,A,F,NR,
occ_ni,NAT,FRM,I551TOI553,2017,CST_A,7608173,A,F,NR,
occ_ni,NAT,FRM0,I551TOI553,2017,CST_A,7608173,A,F,NR,
occ_ni,NAT,FRY,I551TOI553,2017,CST_A,3429436,A,F,NR,
occ_ni,NAT,FRY1,I551TOI553,2017,CST_A,973185,U,N,NR,
occ_ni,NAT,FRY2,I551TOI553,2017,CST_A,1096459,U,N,NR,
occ_ni,NAT,FRY3,I551TOI553,2017,CST_A,238026,U,N,NR,
occ_ni,NAT,FRY4,I551TOI553,2017,CST_A,1046942,A,F,NR,
occ_ni,NAT,FR,I551TOI553,2017,NCST_A,186252741,A,F,NR,
occ_ni,NAT,FR1,I551TOI553,2017,NCST_A,37113564,A,F,NR,
occ_ni,NAT,FR10,I551TOI553,2017,NCST_A,37113564,A,F,NR,
occ_ni,NAT,FRB,I551TOI553,2017,NCST_A,7531425,A,F,NR,
occ_ni,NAT,FRB0,I551TOI553,2017,NCST_A,7531425,A,F,NR,
occ_ni,NAT,FRC,I551TOI553,2017,NCST_A,7416417,A,F,NR,
occ_ni,NAT,FRC1,I551TOI553,2017,NCST_A,4506524,A,F,NR,
occ_ni,NAT,FRC2,I551TOI553,2017,NCST_A,2909894,A,F,NR,
occ_ni,NAT,FRD,I551TOI553,2017,NCST_A,4311509,A,F,NR,
occ_ni,NAT,FRD1,I551TOI553,2017,NCST_A,1703925,A,F,NR,
occ_ni,NAT,FRD2,I551TOI553,2017,NCST_A,2607585,A,F,NR,
occ_ni,NAT,FRE,I551TOI553,2017,NCST_A,6579221,A,F,NR,
occ_ni,NAT,FRE1,I551TOI553,2017,NCST_A,3869293,A,F,NR,
occ_ni,NAT,FRE2,I551TOI553,2017,NCST_A,2709929,A,F,NR,
occ_ni,NAT,FRF,I551TOI553,2017,NCST_A,13714582,A,F,NR,
occ_ni,NAT,FRF1,I551TOI553,2017,NCST_A,5904836,A,F,NR,
occ_ni,NAT,FRF2,I551TOI553,2017,NCST_A,2760273,A,F,NR,
occ_ni,NAT,FRF3,I551TOI553,2017,NCST_A,5049473,A,F,NR,
occ_ni,NAT,FRG,I551TOI553,2017,NCST_A,7626588,A,F,NR,
occ_ni,NAT,FRG0,I551TOI553,2017,NCST_A,7626588,A,F,NR,
occ_ni,NAT,FRH,I551TOI553,2017,NCST_A,2776259,A,F,NR,
occ_ni,NAT,FRH0,I551TOI553,2017,NCST_A,2776259,A,F,NR,
occ_ni,NAT,FRI,I551TOI553,2017,NCST_A,19254507,A,F,NR,
occ_ni,NAT,FRI1,I551TOI553,2017,NCST_A,12308168,A,F,NR,
occ_ni,NAT,FRI2,I551TOI553,2017,NCST_A,2166572,A,F,NR,
occ_ni,NAT,FRI3,I551TOI553,2017,NCST_A,4779767,A,F,NR,
occ_ni,NAT,FRJ,I551TOI553,2017,NCST_A,22901936,A,F,NR,
occ_ni,NAT,FRJ1,I551TOI553,2017,NCST_A,9443289,A,F,NR,
occ_ni,NAT,FRJ2,I551TOI553,2017,NCST_A,13458647,A,F,NR,
occ_ni,NAT,FRK,I551TOI553,2017,NCST_A,41992986,A,F,NR,
occ_ni,NAT,FRK1,I551TOI553,2017,NCST_A,5986046,A,F,NR,
occ_ni,NAT,FRK2,I551TOI553,2017,NCST_A,36006940,A,F,NR,
occ_ni,NAT,FRL,I551TOI553,2017,NCST_A,14681067,A,F,NR,
occ_ni,NAT,FRL0,I551TOI553,2017,NCST_A,14681067,A,F,NR,
occ_ni,NAT,FRM,I551TOI553,2017,NCST_A,187280,U,N,NR,
occ_ni,NAT,FRM0,I551TOI553,2017,NCST_A,187280,U,N,NR,
occ_ni,NAT,FRY,I551TOI553,2017,NCST_A,165399,U,N,NR,
occ_ni,NAT,FRY1,I551TOI553,2017,NCST_A,0,A,F,NR,
occ_ni,NAT,FRY2,I551TOI553,2017,NCST_A,0,A,F,NR,
occ_ni,NAT,FRY3,I551TOI553,2017,NCST_A,43881,U,C,NR,
occ_ni,NAT,FRY4,I551TOI553,2017,NCST_A,121518,U,C,NR,
occ_ni,NAT,FRY5,I551TOI553,2017,NCST_A,0,A,F,NR,
occ_ni,NAT,FR,I551,2017,CST_A,32625227,A,F,NR,
occ_ni,NAT,FR,I551,2017,NCST_A,105223442,A,F,NR,
occ_ni,NAT,FR,I552,2017,CST_A,26492004,A,F,NR,
occ_ni,NAT,FR,I552,2017,NCST_A,50016126,A,F,NR,
occ_ni,NAT,FR,I553,2017,CST_A,54188765,A,F,NR,
occ_ni,NAT,FR,I553,2017,NCST_A,31013172,A,F,NR,
occ_ni,FOR,FR,I551TOI553,2017,CST_A,35837110,A,F,NR,
occ_ni,FOR,FR1,I551TOI553,2017,CST_A,0,A,F,NR,
occ_ni,FOR,FR10,I551TOI553,2017,CST_A,0,A,F,NR,
occ_ni,FOR,FRB,I551TOI553,2017,CST_A,0,A,F,NR,
occ_ni,FOR,FRB0,I551TOI553,2017,CST_A,0,A,F,NR,
occ_ni,FOR,FRC,I551TOI553,2017,CST_A,0,A,F,NR,
occ_ni,FOR,FRC1,I551TOI553,2017,CST_A,0,A,F,NR,
occ_ni,FOR,FRC2,I551TOI553,2017,CST_A,0,A,F,NR,
occ_ni,FOR,FRD,I551TOI553,2017,CST_A,2464031,A,F,NR,
occ_ni,FOR,FRD1,I551TOI553,2017,CST_A,2038196,A,F,NR,
occ_ni,FOR,FRD2,I551TOI553,2017,CST_A,425834,A,F,NR,
occ_ni,FOR,FRE,I551TOI553,2017,CST_A,1359572,A,F,NR,
occ_ni,FOR,FRE1,I551TOI553,2017,CST_A,996552,A,F,NR,
occ_ni,FOR,FRE2,I551TOI553,2017,CST_A,363020,A,F,NR,
occ_ni,FOR,FRF,I551TOI553,2017,CST_A,0,A,F,NR,
occ_ni,FOR,FRF1,I551TOI553,2017,CST_A,0,A,F,NR,
occ_ni,FOR,FRF2,I551TOI553,2017,CST_A,0,A,F,NR,
occ_ni,FOR,FRF3,I551TOI553,2017,CST_A,0,A,F,NR,
occ_ni,FOR,FRG,I551TOI553,2017,CST_A,1652299,A,F,NR,
occ_ni,FOR,FRG0,I551TOI553,2017,CST_A,1652299,A,F,NR,
occ_ni,FOR,FRH,I551TOI553,2017,CST_A,3452512,A,F,NR,
occ_ni,FOR,FRH0,I551TOI553,2017,CST_A,3452512,A,F,NR,
occ_ni,FOR,FRI,I551TOI553,2017,CST_A,5942440,A,F,NR,
occ_ni,FOR,FRI1,I551TOI553,2017,CST_A,4542715,A,F,NR,
occ_ni,FOR,FRI2,I551TOI553,2017,CST_A,0,A,F,NR,
occ_ni,FOR,FRI3,I551TOI553,2017,CST_A,1399725,A,F,NR,
occ_ni,FOR,FRJ,I551TOI553,2017,CST_A,5454188,A,F,NR,
occ_ni,FOR,FRJ1,I551TOI553,2017,CST_A,5454188,A,F,NR,
occ_ni,FOR,FRJ2,I551TOI553,2017,CST_A,0,A,F,NR,
occ_ni,FOR,FRK,I551TOI553,2017,CST_A,0,A,F,NR,
occ_ni,FOR,FRK1,I551TOI553,2017,CST_A,0,A,F,NR,
occ_ni,FOR,FRK2,I551TOI553,2017,CST_A,0,A,F,NR,
occ_ni,FOR,FRL,I551TOI553,2017,CST_A,11679566,A,F,NR,
occ_ni,FOR,FRL0,I551TOI553,2017,CST_A,11679566,A,F,NR,
occ_ni,FOR,FRM,I551TOI553,2017,CST_A,3114790,A,F,NR,
occ_ni,FOR,FRM0,I551TOI553,2017,CST_A,3114790,A,F,NR,
occ_ni,FOR,FRY,I551TOI553,2017,CST_A,717713,A,F,NR,
occ_ni,FOR,FRY1,I551TOI553,2017,CST_A,263539,U,N,NR,
occ_ni,FOR,FRY2,I551TOI553,2017,CST_A,199716,U,N,NR,
occ_ni,FOR,FRY3,I551TOI553,2017,CST_A,84942,U,N,NR,
occ_ni,FOR,FRY4,I551TOI553,2017,CST_A,160392,A,F,NR,
occ_ni,FOR,FR,I551TOI553,2017,NCST_A,97662881,A,F,NR,
occ_ni,FOR,FR1,I551TOI553,2017,NCST_A,43035060,A,F,NR,
occ_ni,FOR,FR10,I551TOI553,2017,NCST_A,43035060,A,F,NR,
occ_ni,FOR,FRB,I551TOI553,2017,NCST_A,2307454,A,F,NR,
occ_ni,FOR,FRB0,I551TOI553,2017,NCST_A,2307454,A,F,NR,
occ_ni,FOR,FRC,I551TOI553,2017,NCST_A,3782732,A,F,NR,
occ_ni,FOR,FRC1,I551TOI553,2017,NCST_A,2478938,A,F,NR,
occ_ni,FOR,FRC2,I551TOI553,2017,NCST_A,1303794,A,F,NR,
occ_ni,FOR,FRD,I551TOI553,2017,NCST_A,1197412,A,F,NR,
occ_ni,FOR,FRD1,I551TOI553,2017,NCST_A,596869,A,F,NR,
occ_ni,FOR,FRD2,I551TOI553,2017,NCST_A,600543,A,F,NR,
occ_ni,FOR,FRE,I551TOI553,2017,NCST_A,2496010,A,F,NR,
occ_ni,FOR,FRE1,I551TOI553,2017,NCST_A,1228097,A,F,NR,
occ_ni,FOR,FRE2,I551TOI553,2017,NCST_A,1267914,A,F,NR,
occ_ni,FOR,FRF,I551TOI553,2017,NCST_A,7554341,A,F,NR,
occ_ni,FOR,FRF1,I551TOI553,2017,NCST_A,3959487,A,F,NR,
occ_ni,FOR,FRF2,I551TOI553,2017,NCST_A,1421955,A,F,NR,
occ_ni,FOR,FRF3,I551TOI553,2017,NCST_A,2172898,A,F,NR,
occ_ni,FOR,FRG,I551TOI553,2017,NCST_A,1690318,A,F,NR,
occ_ni,FOR,FRG0,I551TOI553,2017,NCST_A,1690318,A,F,NR,
occ_ni,FOR,FRH,I551TOI553,2017,NCST_A,669425,A,F,NR,
occ_ni,FOR,FRH0,I551TOI553,2017,NCST_A,669425,A,F,NR,
occ_ni,FOR,FRI,I551TOI553,2017,NCST_A,4937393,A,F,NR,
occ_ni,FOR,FRI1,I551TOI553,2017,NCST_A,3747734,A,F,NR,
occ_ni,FOR,FRI2,I551TOI553,2017,NCST_A,456908,A,F,NR,
occ_ni,FOR,FRI3,I551TOI553,2017,NCST_A,732751,A,F,NR,
occ_ni,FOR,FRJ,I551TOI553,2017,NCST_A,7957992,A,F,NR,
occ_ni,FOR,FRJ1,I551TOI553,2017,NCST_A,3358451,A,F,NR,
occ_ni,FOR,FRJ2,I551TOI553,2017,NCST_A,4599540,A,F,NR,
occ_ni,FOR,FRK,I551TOI553,2017,NCST_A,15675909,A,F,NR,
occ_ni,FOR,FRK1,I551TOI553,2017,NCST_A,966217,A,F,NR,
occ_ni,FOR,FRK2,I551TOI553,2017,NCST_A,14709691,A,F,NR,
occ_ni,FOR,FRL,I551TOI553,2017,NCST_A,6205426,A,F,NR,
occ_ni,FOR,FRL0,I551TOI553,2017,NCST_A,6205426,A,F,NR,
occ_ni,FOR,FRM,I551TOI553,2017,NCST_A,125255,U,N,NR,
occ_ni,FOR,FRM0,I551TOI553,2017,NCST_A,125255,U,N,NR,
occ_ni,FOR,FRY,I551TOI553,2017,NCST_A,28153,U,N,NR,
occ_ni,FOR,FRY1,I551TOI553,2017,NCST_A,0,A,F,NR,
occ_ni,FOR,FRY2,I551TOI553,2017,NCST_A,0,A,F,NR,
occ_ni,FOR,FRY3,I551TOI553,2017,NCST_A,4317,U,C,NR,
occ_ni,FOR,FRY4,I551TOI553,2017,NCST_A,23836,U,C,NR,
occ_ni,FOR,FRY5,I551TOI553,2017,NCST_A,0,A,F,NR,
occ_ni,FOR,FR,I551,2017,CST_A,12605428,A,F,NR,
occ_ni,FOR,FR,I551,2017,NCST_A,63820715,A,F,NR,
occ_ni,FOR,FR,I552,2017,CST_A,4386780,A,F,NR,
occ_ni,FOR,FR,I552,2017,NCST_A,13918097,A,F,NR,
occ_ni,FOR,FR,I553,2017,CST_A,18844902,A,F,NR,
occ_ni,FOR,FR,I553,2017,NCST_A,19924068,A,F,NR,
