MEASURE,C_RESID,NUTS,NACE_R2,TIME_PERIOD,OBS_VALUE,OBS_STATUS,CONF_STATUS,UNIT,UNIT_MULT
occ_ni,NAT,FRE,I552,2017,1797457,U,N,NR,
occ_ni,NAT,FRE1,I552,2017,773942,U,N,NR,
occ_ni,NAT,FRF,I552,2017,2891891,A,F,NR,
occ_ni,NAT,FRF1,I552,2017,1183178,U,N,NR,
occ_ni,NAT,FRF3,I552,2017,1380192,U,N,NR,
occ_ni,NAT,FRG,I552,2017,3615909,A,F,NR,
occ_ni,NAT,FRG0,I552,2017,3615909,A,F,NR,
occ_ni,NAT,FRH,I552,2017,3498619,A,F,NR,
occ_ni,NAT,FRH0,I552,2017,3498619,A,F,NR,
occ_ni,NAT,FRI,I552,2017,9941524,A,F,NR,
occ_ni,NAT,FRI1,I552,2017,6580812,A,F,NR,
occ_ni,NAT,FRI3,I552,2017,2971142,U,N,NR,
occ_ni,NAT,FRJ,I552,2017,10430758,A,F,NR,
occ_ni,NAT,FRJ1,I552,2017,6230662,A,F,NR,
occ_ni,NAT,FRJ2,I552,2017,4200097,A,F,NR,
occ_ni,NAT,FRK,I552,2017,16535273,A,F,NR,
occ_ni,NAT,FRK1,I552,2017,1298428,U,N,NR,
occ_ni,NAT,FRK2,I552,2017,15236845,A,F,NR,
occ_ni,NAT,FRL,I552,2017,13172497,A,F,NR,
occ_ni,NAT,FRL0,I552,2017,13172497,A,F,NR,
occ_ni,NAT,FRM,I552,2017,2696067,A,F,NR,
occ_ni,NAT,FRM0,I552,2017,2696067,A,F,NR,
occ_ni,NAT,FRY,I552,2017,0,A,F,NR,
occ_ni,NAT,FRY1,I552,2017,0,A,F,NR,
occ_ni,NAT,FRY2,I552,2017,0,A,F,NR,
occ_ni,NAT,FRY3,I552,2017,0,A,F,NR,
occ_ni,NAT,FRY4,I552,2017,0,A,F,NR,
occ_ni,NAT,FRY5,I552,2017,0,A,F,NR,
occ_ni,NAT,FR,I553,2017,85201937,A,F,NR,
occ_ni,NAT,FR1,I553,2017,547386,U,N,NR,
occ_ni,NAT,FR10,I553,2017,547386,U,N,NR,
occ_ni,NAT,FRB,I553,2017,1128963,A,F,NR,
occ_ni,NAT,FRB0,I553,2017,1128963,A,F,NR,
occ_ni,NAT,FRC,I553,2017,1405930,A,F,NR,
occ_ni,NAT,FRC1,I553,2017,606973,A,F,NR,
occ_ni,NAT,FRC2,I553,2017,798956,A,F,NR,
occ_ni,NAT,FRD,I553,2017,2242962,A,F,NR,
occ_ni,NAT,FRD1,I553,2017,1823628,A,F,NR,
occ_ni,NAT,FRD2,I553,2017,419334,A,F,NR,
occ_ni,NAT,FRE,I553,2017,1376740,A,F,NR,
occ_ni,NAT,FRE1,I553,2017,588505,A,F,NR,
occ_ni,NAT,FRE2,I553,2017,788235,A,F,NR,
occ_ni,NAT,FRF,I553,2017,1288323,A,F,NR,
occ_ni,NAT,FRF1,I553,2017,489293,A,F,NR,
occ_ni,NAT,FRF2,I553,2017,318744,A,F,NR,
occ_ni,NAT,FRF3,I553,2017,480286,A,F,NR,
occ_ni,NAT,FRG,I553,2017,9757875,A,F,NR,
occ_ni,NAT,FRG0,I553,2017,9757875,A,F,NR,
occ_ni,NAT,FRH,I553,2017,8863120,A,F,NR,
occ_ni,NAT,FRH0,I553,2017,8863120,A,F,NR,
occ_ni,NAT,FRI,I553,2017,19243530,A,F,NR,
occ_ni,NAT,FRI1,I553,2017,12367304,A,F,NR,
occ_ni,NAT,FRI2,I553,2017,554239,A,F,NR,
occ_ni,NAT,FRI3,I553,2017,6321987,A,F,NR,
occ_ni,NAT,FRJ,I553,2017,18780541,A,F,NR,
occ_ni,NAT,FRJ1,I553,2017,15261228,A,F,NR,
occ_ni,NAT,FRJ2,I553,2017,3519313,A,F,NR,
occ_ni,NAT,FRK,I553,2017,7820142,A,F,NR,
occ_ni,NAT,FRK1,I553,2017,1505752,A,F,NR,
occ_ni,NAT,FRK2,I553,2017,6314390,A,F,NR,
occ_ni,NAT,FRL,I553,2017,10098919,A,F,NR,
occ_ni,NAT,FRL0,I553,2017,10098919,A,F,NR,
occ_ni,NAT,FRM,I553,2017,2647508,A,F,NR,
occ_ni,NAT,FRM0,I553,2017,2647508,A,F,NR,
occ_ni,NAT,FRY,I553,2017,0,A,F,NR,
occ_ni,NAT,FRY1,I553,2017,0,A,F,NR,
occ_ni,NAT,FRY2,I553,2017,0,A,F,NR,
occ_ni,NAT,FRY3,I553,2017,0,A,F,NR,
occ_ni,NAT,FRY4,I553,2017,0,A,F,NR,
occ_ni,NAT,FRY5,I553,2017,0,A,F,NR,
occ_ni,FOR,FR,I551TOI553,2017,133499991,A,F,NR,
occ_ni,FOR,FR1,I551TOI553,2017,43035060,A,F,NR,
occ_ni,FOR,FR10,I551TOI553,2017,43035060,A,F,NR,
occ_ni,FOR,FRB,I551TOI553,2017,2307454,A,F,NR,
occ_ni,FOR,FRB0,I551TOI553,2017,2307454,A,F,NR,
occ_ni,FOR,FRC,I551TOI553,2017,3782732,A,F,NR,
occ_ni,FOR,FRC1,I551TOI553,2017,2478938,A,F,NR,
occ_ni,FOR,FRC2,I551TOI553,2017,1303794,A,F,NR,
occ_ni,FOR,FRD,I551TOI553,2017,3661442,A,F,NR,
occ_ni,FOR,FRD1,I551TOI553,2017,2635065,A,F,NR,
occ_ni,FOR,FRD2,I551TOI553,2017,1026377,A,F,NR,
occ_ni,FOR,FRE,I551TOI553,2017,3855582,A,F,NR,
occ_ni,FOR,FRE1,I551TOI553,2017,2224649,A,F,NR,
occ_ni,FOR,FRE2,I551TOI553,2017,1630933,A,F,NR,
occ_ni,FOR,FRF,I551TOI553,2017,7554341,A,F,NR,
occ_ni,FOR,FRF1,I551TOI553,2017,3959487,A,F,NR,
occ_ni,FOR,FRF2,I551TOI553,2017,1421955,A,F,NR,
occ_ni,FOR,FRF3,I551TOI553,2017,2172898,A,F,NR,
occ_ni,FOR,FRG,I551TOI553,2017,3342617,A,F,NR,
occ_ni,FOR,FRG0,I551TOI553,2017,3342617,A,F,NR,
occ_ni,FOR,FRH,I551TOI553,2017,4121937,A,F,NR,
occ_ni,FOR,FRH0,I551TOI553,2017,4121937,A,F,NR,
occ_ni,FOR,FRI,I551TOI553,2017,10879833,A,F,NR,
occ_ni,FOR,FRI1,I551TOI553,2017,8290449,A,F,NR,
occ_ni,FOR,FRI2,I551TOI553,2017,456908,A,F,NR,
occ_ni,FOR,FRI3,I551TOI553,2017,2132476,A,F,NR,
occ_ni,FOR,FRJ,I551TOI553,2017,13412179,A,F,NR,
occ_ni,FOR,FRJ1,I551TOI553,2017,8812639,A,F,NR,
occ_ni,FOR,FRJ2,I551TOI553,2017,4599540,A,F,NR,
occ_ni,FOR,FRK,I551TOI553,2017,15675909,A,F,NR,
occ_ni,FOR,FRK1,I551TOI553,2017,966217,A,F,NR,
occ_ni,FOR,FRK2,I551TOI553,2017,14709691,A,F,NR,
occ_ni,FOR,FRL,I551TOI553,2017,17884992,A,F,NR,
occ_ni,FOR,FRL0,I551TOI553,2017,17884992,A,F,NR,
occ_ni,FOR,FRM,I551TOI553,2017,3240045,A,F,NR,
occ_ni,FOR,FRM0,I551TOI553,2017,3240045,A,F,NR,
occ_ni,FOR,FRY,I551TOI553,2017,745866,A,F,NR,
occ_ni,FOR,FRY1,I551TOI553,2017,263539,U,N,NR,
occ_ni,FOR,FRY2,I551TOI553,2017,199716,U,N,NR,
occ_ni,FOR,FRY3,I551TOI553,2017,89260,U,N,NR,
occ_ni,FOR,FRY4,I551TOI553,2017,184228,A,F,NR,
occ_ni,FOR,FR,I551,2017,76426143,A,F,NR,
occ_ni,FOR,FR1,I551,2017,38341005,A,F,NR,
occ_ni,FOR,FR10,I551,2017,38341005,A,F,NR,
occ_ni,FOR,FRB,I551,2017,1291417,A,F,NR,
occ_ni,FOR,FRB0,I551,2017,1291417,A,F,NR,
occ_ni,FOR,FRC,I551,2017,2056333,A,F,NR,
occ_ni,FOR,FRC1,I551,2017,1615877,A,F,NR,
occ_ni,FOR,FRC2,I551,2017,440457,A,F,NR,
occ_ni,FOR,FRD,I551,2017,1879237,A,F,NR,
occ_ni,FOR,FRD1,I551,2017,1236688,A,F,NR,
occ_ni,FOR,FRD2,I551,2017,642549,A,F,NR,
occ_ni,FOR,FRE,I551,2017,2309080,A,F,NR,
occ_ni,FOR,FRE1,I551,2017,1712571,A,F,NR,
occ_ni,FOR,FRE2,I551,2017,596508,A,F,NR,
occ_ni,FOR,FRF,I551,2017,4761836,A,F,NR,
occ_ni,FOR,FRF1,I551,2017,2936238,A,F,NR,
occ_ni,FOR,FRF2,I551,2017,903627,A,F,NR,
occ_ni,FOR,FRF3,I551,2017,921972,A,F,NR,
occ_ni,FOR,FRG,I551,2017,805691,A,F,NR,
occ_ni,FOR,FRG0,I551,2017,805691,A,F,NR,
occ_ni,FOR,FRH,I551,2017,1210088,A,F,NR,
occ_ni,FOR,FRH0,I551,2017,1210088,A,F,NR,
occ_ni,FOR,FRI,I551,2017,2754772,A,F,NR,
occ_ni,FOR,FRI1,I551,2017,1969698,A,F,NR,
occ_ni,FOR,FRI2,I551,2017,169506,A,F,NR,
occ_ni,FOR,FRI3,I551,2017,615568,A,F,NR,
occ_ni,FOR,FRJ,I551,2017,4360242,A,F,NR,
occ_ni,FOR,FRJ1,I551,2017,1670697,A,F,NR,
occ_ni,FOR,FRJ2,I551,2017,2689545,A,F,NR,
occ_ni,FOR,FRK,I551,2017,6107249,A,F,NR,
occ_ni,FOR,FRK1,I551,2017,442524,A,F,NR,
occ_ni,FOR,FRK2,I551,2017,5664724,A,F,NR,
occ_ni,FOR,FRL,I551,2017,8984581,A,F,NR,
occ_ni,FOR,FRL0,I551,2017,8984581,A,F,NR,
occ_ni,FOR,FRM,I551,2017,818747,A,F,NR,
occ_ni,FOR,FRM0,I551,2017,818747,A,F,NR,
occ_ni,FOR,FRY,I551,2017,745866,A,F,NR,
occ_ni,FOR,FRY1,I551,2017,263539,U,N,NR,
occ_ni,FOR,FRY2,I551,2017,199716,U,N,NR,
occ_ni,FOR,FRY3,I551,2017,89260,U,N,NR,
occ_ni,FOR,FRY4,I551,2017,184228,A,F,NR,
occ_ni,FOR,FR,I552,2017,18304878,A,F,NR,
occ_ni,FOR,FR1,I552,2017,3623423,A,F,NR,
occ_ni,FOR,FR10,I552,2017,3623423,A,F,NR,
occ_ni,FOR,FRB,I552,2017,153501,U,N,NR,
occ_ni,FOR,FRB0,I552,2017,153501,U,N,NR,
occ_ni,FOR,FRC,I552,2017,142344,U,N,NR,
occ_ni,FOR,FRC2,I552,2017,45576,U,N,NR,
occ_ni,FOR,FRD,I552,2017,391034,A,F,NR,
occ_ni,FOR,FRD1,I552,2017,306181,U,N,NR,
occ_ni,FOR,FRE,I552,2017,565184,U,N,NR,
occ_ni,FOR,FRE1,I552,2017,175306,U,N,NR,
occ_ni,FOR,FRF,I552,2017,1186462,A,F,NR,
occ_ni,FOR,FRF1,I552,2017,384066,U,N,NR,
occ_ni,FOR,FRF3,I552,2017,703528,U,N,NR,
occ_ni,FOR,FRG,I552,2017,432217,A,F,NR,
occ_ni,FOR,FRG0,I552,2017,432217,A,F,NR,
occ_ni,FOR,FRH,I552,2017,428347,A,F,NR,
occ_ni,FOR,FRH0,I552,2017,428347,A,F,NR,
occ_ni,FOR,FRI,I552,2017,1212049,A,F,NR,
occ_ni,FOR,FRI1,I552,2017,957266,A,F,NR,
occ_ni,FOR,FRI3,I552,2017,236724,U,N,NR,
occ_ni,FOR,FRJ,I552,2017,1561060,A,F,NR,
occ_ni,FOR,FRJ1,I552,2017,861280,A,F,NR,
occ_ni,FOR,FRJ2,I552,2017,699779,A,F,NR,
occ_ni,FOR,FRK,I552,2017,5084972,A,F,NR,
occ_ni,FOR,FRK1,I552,2017,89032,U,N,NR,
occ_ni,FOR,FRK2,I552,2017,4995940,A,F,NR,
occ_ni,FOR,FRL,I552,2017,2769379,A,F,NR,
occ_ni,FOR,FRL0,I552,2017,2769379,A,F,NR,
occ_ni,FOR,FRM,I552,2017,754906,A,F,NR,
occ_ni,FOR,FRM0,I552,2017,754906,A,F,NR,
occ_ni,FOR,FRY,I552,2017,0,A,F,NR,
occ_ni,FOR,FRY1,I552,2017,0,A,F,NR,
occ_ni,FOR,FRY2,I552,2017,0,A,F,NR,
occ_ni,FOR,FRY3,I552,2017,0,A,F,NR,
occ_ni,FOR,FRY4,I552,2017,0,A,F,NR,
occ_ni,FOR,FRY5,I552,2017,0,A,F,NR,
occ_ni,FOR,FR,I553,2017,38768970,A,F,NR,
occ_ni,FOR,FR1,I553,2017,1070633,U,N,NR,
occ_ni,FOR,FR10,I553,2017,1070633,U,N,NR,
occ_ni,FOR,FRB,I553,2017,862536,A,F,NR,
occ_ni,FOR,FRB0,I553,2017,862536,A,F,NR,
occ_ni,FOR,FRC,I553,2017,1584055,A,F,NR,
occ_ni,FOR,FRC1,I553,2017,766294,A,F,NR,
occ_ni,FOR,FRC2,I553,2017,817762,A,F,NR,
occ_ni,FOR,FRD,I553,2017,1391172,A,F,NR,
occ_ni,FOR,FRD1,I553,2017,1092196,A,F,NR,
occ_ni,FOR,FRD2,I553,2017,298976,A,F,NR,
occ_ni,FOR,FRE,I553,2017,981318,A,F,NR,
occ_ni,FOR,FRE1,I553,2017,336772,A,F,NR,
occ_ni,FOR,FRE2,I553,2017,644546,A,F,NR,
occ_ni,FOR,FRF,I553,2017,1606042,A,F,NR,
occ_ni,FOR,FRF1,I553,2017,639184,A,F,NR,
occ_ni,FOR,FRF2,I553,2017,419460,A,F,NR,
occ_ni,FOR,FRF3,I553,2017,547399,A,F,NR,
occ_ni,FOR,FRG,I553,2017,2104709,A,F,NR,
occ_ni,FOR,FRG0,I553,2017,2104709,A,F,NR,
occ_ni,FOR,FRH,I553,2017,2483503,A,F,NR,
occ_ni,FOR,FRH0,I553,2017,2483503,A,F,NR,
occ_ni,FOR,FRI,I553,2017,6913012,A,F,NR,
occ_ni,FOR,FRI1,I553,2017,5363485,A,F,NR,
occ_ni,FOR,FRI2,I553,2017,269343,A,F,NR,
occ_ni,FOR,FRI3,I553,2017,1280185,A,F,NR,
occ_ni,FOR,FRJ,I553,2017,7490878,A,F,NR,
occ_ni,FOR,FRJ1,I553,2017,6280662,A,F,NR,
occ_ni,FOR,FRJ2,I553,2017,1210216,A,F,NR,
occ_ni,FOR,FRK,I553,2017,4483688,A,F,NR,
occ_ni,FOR,FRK1,I553,2017,434661,A,F,NR,
occ_ni,FOR,FRK2,I553,2017,4049027,A,F,NR,
occ_ni,FOR,FRL,I553,2017,6131032,A,F,NR,
occ_ni,FOR,FRL0,I553,2017,6131032,A,F,NR,
occ_ni,FOR,FRM,I553,2017,1666391,A,F,NR,
occ_ni,FOR,FRM0,I553,2017,1666391,A,F,NR,
occ_ni,FOR,FRY,I553,2017,0,A,F,NR,
occ_ni,FOR,FRY1,I553,2017,0,A,F,NR,
occ_ni,FOR,FRY2,I553,2017,0,A,F,NR,
occ_ni,FOR,FRY3,I553,2017,0,A,F,NR,
occ_ni,FOR,FRY4,I553,2017,0,A,F,NR,
occ_ni,FOR,FRY5,I553,2017,0,A,F,NR,
occ_arr,NAT,FR,I551,2017,82799553,A,F,NR,
occ_arr,NAT,FR1,I551,2017,17652012,A,F,NR,
occ_arr,NAT,FR10,I551,2017,17652012,A,F,NR,
occ_arr,NAT,FRB,I551,2017,3301998,A,F,NR,
occ_arr,NAT,FRB0,I551,2017,3301998,A,F,NR,
occ_arr,NAT,FRC,I551,2017,3674738,A,F,NR,
occ_arr,NAT,FRC1,I551,2017,2544222,A,F,NR,
occ_arr,NAT,FRC2,I551,2017,1130517,A,F,NR,
occ_arr,NAT,FRD,I551,2017,3893570,A,F,NR,
occ_arr,NAT,FRD1,I551,2017,2291105,A,F,NR,
occ_arr,NAT,FRD2,I551,2017,1602465,A,F,NR,
occ_arr,NAT,FRE,I551,2017,4303664,A,F,NR,
occ_arr,NAT,FRE1,I551,2017,2956288,A,F,NR,
occ_arr,NAT,FRE2,I551,2017,1347375,A,F,NR,
occ_arr,NAT,FRF,I551,2017,6007262,A,F,NR,
occ_arr,NAT,FRF1,I551,2017,2553564,A,F,NR,
occ_arr,NAT,FRF2,I551,2017,1382090,A,F,NR,
occ_arr,NAT,FRF3,I551,2017,2071609,A,F,NR,
occ_arr,NAT,FRG,I551,2017,4076485,A,F,NR,
occ_arr,NAT,FRG0,I551,2017,4076485,A,F,NR,
occ_arr,NAT,FRH,I551,2017,4015885,A,F,NR,
occ_arr,NAT,FRH0,I551,2017,4015885,A,F,NR,
occ_arr,NAT,FRI,I551,2017,8338129,A,F,NR,
occ_arr,NAT,FRI1,I551,2017,4683605,A,F,NR,
occ_arr,NAT,FRI2,I551,2017,876657,A,F,NR,
occ_arr,NAT,FRI3,I551,2017,2777867,A,F,NR,
occ_arr,NAT,FRJ,I551,2017,6966576,A,F,NR,
occ_arr,NAT,FRJ1,I551,2017,3604191,A,F,NR,
occ_arr,NAT,FRJ2,I551,2017,3362384,A,F,NR,
occ_arr,NAT,FRK,I551,2017,10641756,A,F,NR,
occ_arr,NAT,FRK1,I551,2017,2056540,A,F,NR,
occ_arr,NAT,FRK2,I551,2017,8585217,A,F,NR,
occ_arr,NAT,FRL,I551,2017,7519145,A,F,NR,
occ_arr,NAT,FRL0,I551,2017,7519145,A,F,NR,
occ_arr,NAT,FRM,I551,2017,1135867,A,F,NR,
occ_arr,NAT,FRM0,I551,2017,1135867,A,F,NR,
occ_arr,NAT,FRY,I551,2017,1272465,A,F,NR,
occ_arr,NAT,FRY1,I551,2017,273955,U,N,NR,
occ_arr,NAT,FRY2,I551,2017,286181,U,N,NR,
occ_arr,NAT,FRY3,I551,2017,118973,U,N,NR,
occ_arr,NAT,FRY4,I551,2017,563638,A,F,NR,
occ_arr,NAT,FR,I552,2017,18896825,A,F,NR,
occ_arr,NAT,FR1,I552,2017,2172141,A,F,NR,
occ_arr,NAT,FR10,I552,2017,2172141,A,F,NR,
occ_arr,NAT,FRB,I552,2017,548256,U,N,NR,
occ_arr,NAT,FRB0,I552,2017,548256,U,N,NR,
occ_arr,NAT,FRC,I552,2017,269301,U,N,NR,
occ_arr,NAT,FRC2,I552,2017,129646,U,N,NR,
occ_arr,NAT,FRD,I552,2017,846494,A,F,NR,
occ_arr,NAT,FRD1,I552,2017,499544,U,N,NR,
occ_arr,NAT,FRE,I552,2017,621686,U,N,NR,
occ_arr,NAT,FRE1,I552,2017,276745,U,N,NR,
occ_arr,NAT,FRF,I552,2017,1012567,A,F,NR,
occ_arr,NAT,FRF1,I552,2017,439391,U,N,NR,
occ_arr,NAT,FRF3,I552,2017,438873,U,N,NR,
occ_arr,NAT,FRG,I552,2017,980404,A,F,NR,
occ_arr,NAT,FRG0,I552,2017,980404,A,F,NR,
occ_arr,NAT,FRH,I552,2017,813270,A,F,NR,
occ_arr,NAT,FRH0,I552,2017,813270,A,F,NR,
occ_arr,NAT,FRI,I552,2017,2469232,A,F,NR,
occ_arr,NAT,FRI1,I552,2017,1718159,A,F,NR,
occ_arr,NAT,FRI3,I552,2017,647946,U,N,NR,
occ_arr,NAT,FRJ,I552,2017,2324968,A,F,NR,
occ_arr,NAT,FRJ1,I552,2017,1352263,A,F,NR,
occ_arr,NAT,FRJ2,I552,2017,972705,A,F,NR,
occ_arr,NAT,FRK,I552,2017,3502195,A,F,NR,
occ_arr,NAT,FRK1,I552,2017,303346,U,N,NR,
occ_arr,NAT,FRK2,I552,2017,3198849,A,F,NR,
occ_arr,NAT,FRL,I552,2017,2814553,A,F,NR,
occ_arr,NAT,FRL0,I552,2017,2814553,A,F,NR,
occ_arr,NAT,FRM,I552,2017,521758,A,F,NR,
occ_arr,NAT,FRM0,I552,2017,521758,A,F,NR,
occ_arr,NAT,FRY,I552,2017,0,A,F,NR,
occ_arr,NAT,FRY1,I552,2017,0,A,F,NR,
occ_arr,NAT,FRY2,I552,2017,0,A,F,NR,
occ_arr,NAT,FRY3,I552,2017,0,A,F,NR,
occ_arr,NAT,FRY4,I552,2017,0,A,F,NR,
occ_arr,NAT,FRY5,I552,2017,0,A,F,NR,
occ_arr,NAT,FR,I553,2017,16214882,A,F,NR,
occ_arr,NAT,FR1,I553,2017,242438,U,N,NR,
occ_arr,NAT,FR10,I553,2017,242438,U,N,NR,
occ_arr,NAT,FRB,I553,2017,379363,A,F,NR,
occ_arr,NAT,FRB0,I553,2017,379363,A,F,NR,
occ_arr,NAT,FRC,I553,2017,445847,A,F,NR,
occ_arr,NAT,FRC1,I553,2017,233408,A,F,NR,
occ_arr,NAT,FRC2,I553,2017,212438,A,F,NR,
occ_arr,NAT,FRD,I553,2017,605465,A,F,NR,
occ_arr,NAT,FRD1,I553,2017,473116,A,F,NR,
occ_arr,NAT,FRD2,I553,2017,132349,A,F,NR,
occ_arr,NAT,FRE,I553,2017,376666,A,F,NR,
occ_arr,NAT,FRE1,I553,2017,160249,A,F,NR,
occ_arr,NAT,FRE2,I553,2017,216417,A,F,NR,
occ_arr,NAT,FRF,I553,2017,353751,A,F,NR,
occ_arr,NAT,FRF1,I553,2017,124908,A,F,NR,
occ_arr,NAT,FRF2,I553,2017,98169,A,F,NR,
occ_arr,NAT,FRF3,I553,2017,130674,A,F,NR,
occ_arr,NAT,FRG,I553,2017,1794656,A,F,NR,
occ_arr,NAT,FRG0,I553,2017,1794656,A,F,NR,
occ_arr,NAT,FRH,I553,2017,1789161,A,F,NR,
occ_arr,NAT,FRH0,I553,2017,1789161,A,F,NR,
occ_arr,NAT,FRI,I553,2017,3262893,A,F,NR,
occ_arr,NAT,FRI1,I553,2017,2017236,A,F,NR,
occ_arr,NAT,FRI2,I553,2017,159832,A,F,NR,
occ_arr,NAT,FRI3,I553,2017,1085825,A,F,NR,
occ_arr,NAT,FRJ,I553,2017,3053244,A,F,NR,
occ_arr,NAT,FRJ1,I553,2017,2326659,A,F,NR,
occ_arr,NAT,FRJ2,I553,2017,726585,A,F,NR,
occ_arr,NAT,FRK,I553,2017,1796165,A,F,NR,
occ_arr,NAT,FRK1,I553,2017,382332,A,F,NR,
occ_arr,NAT,FRK2,I553,2017,1413834,A,F,NR,
occ_arr,NAT,FRL,I553,2017,1660003,A,F,NR,
occ_arr,NAT,FRL0,I553,2017,1660003,A,F,NR,
occ_arr,NAT,FRM,I553,2017,455230,A,F,NR,
occ_arr,NAT,FRM0,I553,2017,455230,A,F,NR,
occ_arr,NAT,FRY,I553,2017,0,A,F,NR,
occ_arr,NAT,FRY1,I553,2017,0,A,F,NR,
occ_arr,NAT,FRY2,I553,2017,0,A,F,NR,
occ_arr,NAT,FRY3,I553,2017,0,A,F,NR,
occ_arr,NAT,FRY4,I553,2017,0,A,F,NR,
occ_arr,NAT,FRY5,I553,2017,0,A,F,NR,
occ_arr,FOR,FR,I551,2017,36558851,A,F,NR,
occ_arr,FOR,FR1,I551,2017,16160801,A,F,NR,
occ_arr,FOR,FR10,I551,2017,16160801,A,F,NR,
occ_arr,FOR,FRB,I551,2017,897625,A,F,NR,
occ_arr,FOR,FRB0,I551,2017,897625,A,F,NR,
occ_arr,FOR,FRC,I551,2017,1580053,A,F,NR,
occ_arr,FOR,FRC1,I551,2017,1267646,A,F,NR,
occ_arr,FOR,FRC2,I551,2017,312407,A,F,NR,
occ_arr,FOR,FRD,I551,2017,1099694,A,F,NR,
occ_arr,FOR,FRD1,I551,2017,689304,A,F,NR,
occ_arr,FOR,FRD2,I551,2017,410389,A,F,NR,
occ_arr,FOR,FRE,I551,2017,1466147,A,F,NR,
occ_arr,FOR,FRE1,I551,2017,1072757,A,F,NR,
occ_arr,FOR,FRE2,I551,2017,393389,A,F,NR,
occ_arr,FOR,FRF,I551,2017,2985298,A,F,NR,
occ_arr,FOR,FRF1,I551,2017,1682981,A,F,NR,
occ_arr,FOR,FRF2,I551,2017,663873,A,F,NR,
occ_arr,FOR,FRF3,I551,2017,638445,A,F,NR,
occ_arr,FOR,FRG,I551,2017,439801,A,F,NR,
occ_arr,FOR,FRG0,I551,2017,439801,A,F,NR,
occ_arr,FOR,FRH,I551,2017,629444,A,F,NR,
occ_arr,FOR,FRH0,I551,2017,629444,A,F,NR,
occ_arr,FOR,FRI,I551,2017,1591877,A,F,NR,
occ_arr,FOR,FRI1,I551,2017,1095089,A,F,NR,
occ_arr,FOR,FRI2,I551,2017,122542,A,F,NR,
occ_arr,FOR,FRI3,I551,2017,374246,A,F,NR,
occ_arr,FOR,FRJ,I551,2017,2169666,A,F,NR,
occ_arr,FOR,FRJ1,I551,2017,942578,A,F,NR,
occ_arr,FOR,FRJ2,I551,2017,1227088,A,F,NR,
occ_arr,FOR,FRK,I551,2017,3013701,A,F,NR,
occ_arr,FOR,FRK1,I551,2017,292900,A,F,NR,
occ_arr,FOR,FRK2,I551,2017,2720801,A,F,NR,
occ_arr,FOR,FRL,I551,2017,3991247,A,F,NR,
occ_arr,FOR,FRL0,I551,2017,3991247,A,F,NR,
occ_arr,FOR,FRM,I551,2017,341979,A,F,NR,
occ_arr,FOR,FRM0,I551,2017,341979,A,F,NR,
occ_arr,FOR,FRY,I551,2017,191519,A,F,NR,
occ_arr,FOR,FRY1,I551,2017,65333,U,N,NR,
occ_arr,FOR,FRY2,I551,2017,33620,U,N,NR,
occ_arr,FOR,FRY3,I551,2017,20233,U,N,NR,
occ_arr,FOR,FRY4,I551,2017,70579,A,F,NR,
occ_arr,FOR,FR,I552,2017,4395431,A,F,NR,
occ_arr,FOR,FR1,I552,2017,908563,A,F,NR,
occ_arr,FOR,FR10,I552,2017,908563,A,F,NR,
occ_arr,FOR,FRB,I552,2017,49299,U,N,NR,
occ_arr,FOR,FRB0,I552,2017,49299,U,N,NR,
occ_arr,FOR,FRC,I552,2017,75534,U,N,NR,
occ_arr,FOR,FRC2,I552,2017,15119,U,N,NR,
occ_arr,FOR,FRD,I552,2017,140097,A,F,NR,
occ_arr,FOR,FRD1,I552,2017,116134,U,N,NR,
occ_arr,FOR,FRE,I552,2017,207430,U,N,NR,
occ_arr,FOR,FRE1,I552,2017,75873,U,N,NR,
occ_arr,FOR,FRF,I552,2017,523367,A,F,NR,
occ_arr,FOR,FRF1,I552,2017,186449,U,N,NR,
occ_arr,FOR,FRF3,I552,2017,284968,U,N,NR,
occ_arr,FOR,FRG,I552,2017,72245,A,F,NR,
occ_arr,FOR,FRG0,I552,2017,72245,A,F,NR,
occ_arr,FOR,FRH,I552,2017,88951,A,F,NR,
occ_arr,FOR,FRH0,I552,2017,88951,A,F,NR,
occ_arr,FOR,FRI,I552,2017,338873,A,F,NR,
occ_arr,FOR,FRI1,I552,2017,292795,A,F,NR,
occ_arr,FOR,FRI3,I552,2017,42365,U,N,NR,
occ_arr,FOR,FRJ,I552,2017,300530,A,F,NR,
occ_arr,FOR,FRJ1,I552,2017,165096,A,F,NR,
occ_arr,FOR,FRJ2,I552,2017,135434,A,F,NR,
occ_arr,FOR,FRK,I552,2017,985168,A,F,NR,
occ_arr,FOR,FRK1,I552,2017,29068,U,N,NR,
occ_arr,FOR,FRK2,I552,2017,956100,A,F,NR,
occ_arr,FOR,FRL,I552,2017,561811,A,F,NR,
occ_arr,FOR,FRL0,I552,2017,561811,A,F,NR,
occ_arr,FOR,FRM,I552,2017,143563,A,F,NR,
occ_arr,FOR,FRM0,I552,2017,143563,A,F,NR,
occ_arr,FOR,FRY,I552,2017,0,A,F,NR,
occ_arr,FOR,FRY1,I552,2017,0,A,F,NR,
occ_arr,FOR,FRY2,I552,2017,0,A,F,NR,
occ_arr,FOR,FRY3,I552,2017,0,A,F,NR,
occ_arr,FOR,FRY4,I552,2017,0,A,F,NR,
occ_arr,FOR,FRY5,I552,2017,0,A,F,NR,
